LncRNA,Environmental factors,P value (FDR correction)
CTC-281B15.1,4-HPR and EGCG,0.0364 
CTD-2201E18.3,Polyunsaturated fatty acids (PUFAs),0.0364 
EPB41L4A-AS1,gefitinib,0.0364 
IQCH-AS1,Polyunsaturated fatty acids (PUFAs),0.0364 
KB-1732A1.1,Polyunsaturated fatty acids (PUFAs),0.0364 
LINC00205,Polyunsaturated fatty acids (PUFAs),0.0364 
POLDIP2,gefitinib,0.0364 
RP11-267N12.3,Polyunsaturated fatty acids (PUFAs),0.0364 
RP11-298I3.1,Polyunsaturated fatty acids (PUFAs),0.0364 
RP11-50E11.3,Polyunsaturated fatty acids (PUFAs),0.0364 
SNHG14,4-HPR and EGCG,0.0364 
SNHG14,Benzo(a)pyrene (BaP),0.0364 
RP11-819C21.1,the combination carboplatin/cisplatin with paclitaxel,0.0365 
RP13-507I23.1,Ethanol,0.0366 
RP11-170L3.8,3-nitropropionic acid (3-NPA),0.0366 
RP11-170L3.8,Ara-C,0.0366 
RP11-170L3.8,cisplatin (CDDP),0.0366 
RP11-170L3.8,daunorubicin,0.0366 
RP11-170L3.8,deoxycholic acid,0.0366 
RP11-170L3.8,fulvestrant,0.0366 
RP11-170L3.8,genotoxic stress,0.0366 
RP11-170L3.8,Mycobacterium leprae,0.0366 
RP11-170L3.8,pacitaxel,0.0366 
RP11-170L3.8,thapsigargin-induced intracellular Ca(),0.0366 
RP11-170L3.8,vincristine (VCR),0.0366 
RP11-169K16.9,ionising radiation,0.0367 
RP11-218M22.1,ionising radiation,0.0367 
RP11-244O19.1,ionising radiation,0.0367 
RP11-383C5.4,ionising radiation,0.0367 
RP11-727A23.5,temozolomide,0.0367 
RP4-614O4.11,ionising radiation,0.0367 
TTTY15,temozolomide,0.0367 
UHRF1,Arsenic,0.0367 
SNHG16,ionizing radiation,0.0367 
HCG11,Imatinib,0.0368 
AC006262.5,Retinoic Acid,0.0373 
GNAS-AS1,adriamycin,0.0373 
RP11-400F19.6,hepatitis C virus (HCV),0.0373 
RP4-773N10.5,drug,0.0373 
A1BG-AS1,H2O2,0.0373 
AC141846.4,the combination carboplatin/cisplatin with paclitaxel,0.0373 
RP11-119F19.2,the combination carboplatin/cisplatin with paclitaxel,0.0373 
RP11-283C24.1,5-Aza-CdR and/or PBA,0.0373 
RP11-436A20.4,the combination carboplatin/cisplatin with paclitaxel,0.0373 
RP11-77H9.2,iron- and aluminum-sulfate,0.0373 
RP11-77H9.2,the combination carboplatin/cisplatin with paclitaxel,0.0373 
RP11-73M18.8,hypoxia,0.0373 
RP11-727A23.5,gemcitabine,0.0374 
TTTY15,gemcitabine,0.0374 
RP11-197N18.2,Retinoic Acid,0.0374 
RP5-1172N10.3,Epigallocatechin gallate (EGCG),0.0375 
AC005154.6,HIV,0.0375 
LA16c-306E5.2,cocaine,0.0375 
CTD-2116N17.1,Tamoxifen,0.0377 
RP11-315C6.3,Tamoxifen,0.0377 
SNHG12,Tamoxifen,0.0377 
TTN-AS1,drug,0.0378 
XXbac-BPG32J3.20,drug,0.0378 
AF011889.4,radiation,0.0380 
LINC00667,hepatitis C virus (HCV),0.0380 
AC010226.4,5-aza-2'-deoxycytidine (5-Aza-CdR) and/or phenylbutyric acid (PBA),0.0380 
RP11-467L20.9,nicotine,0.0380 
RP11-618G20.1,5-fluorouracil-based antimetabolite S-1,0.0380 
RP11-618G20.1,Doxifluridine,0.0380 
RP11-618G20.1,Oxaliplatin,0.0380 
RP11-96D1.10,cytomegalovirus,0.0380 
RP11-96D1.10,hepatitis B virus (HBV),0.0380 
RP11-96D1.10,nicotine,0.0380 
RP11-96D1.10,Oltipraz,0.0380 
TRAF3IP2-AS1,nicotine,0.0380 
CTC-459F4.3,anabolic stimulus,0.0382 
CTC-459F4.3,glucose,0.0382 
CTD-2555O16.2,Tamoxifen,0.0382 
GS1-251I9.4,Listerial,0.0382 
LINC00610,resistance exercise,0.0382 
LINC00610,Trastuzumab,0.0382 
RP11-1006G14.4,Tamoxifen,0.0382 
RP11-29G8.3,opioids (morphine and heroin),0.0382 
RP11-396C23.2,Tamoxifen,0.0382 
RP11-492E3.2,Tamoxifen,0.0382 
RP11-706J10.1,Tamoxifen,0.0382 
RP11-738E22.2,5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA),0.0382 
RP11-738E22.2,resistance exercise,0.0382 
RP11-738E22.2,Trastuzumab,0.0382 
RP11-84C13.1,5-FU,0.0382 
TBC1D3P1-DHX40P1,5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA),0.0382 
RP4-773N10.5,Retinoic Acid,0.0382 
DANCR,Ethanol,0.0382 
KB-1732A1.1,4-HPR and EGCG,0.0382 
KB-1732A1.1,Benzo(a)pyrene (BaP),0.0382 
RP11-267N12.3,4-HPR and EGCG,0.0382 
RP11-267N12.3,Benzo(a)pyrene (BaP),0.0382 
RP11-436H22.1,gefitinib,0.0382 
RP11-50E11.3,4-HPR and EGCG,0.0382 
RP11-50E11.3,Benzo(a)pyrene (BaP),0.0382 
RP11-977G19.5,IFNa-2b/ribavirin,0.0382 
CTBP1-AS1,docetaxel,0.0384 
CCAT1,doxorubicin (Dox),0.0384 
RP11-701H24.4,doxorubicin (Dox),0.0384 
RP11-145M9.4,progestin,0.0385 
AC005562.1,curcumin,0.0387 
RP5-955M13.3,curcumin,0.0387 
PSMD6-AS2,cisplatin,0.0387 
PSMD6-AS2,cisplatin ,0.0387 
OIP5-AS1,resistance exercise,0.0387 
OIP5-AS1,TGF-beta1,0.0387 
RP11-186B7.4,hydroxycamptothecin (HCPT),0.0387 
RP11-453E17.1,ionizing radiation,0.0387 
RP11-361F15.2,drug,0.0394 
RP11-218M22.1,irradiation,0.0394 
RP11-429J17.6,irradiation,0.0394 
RP11-727A23.5,irradiation,0.0394 
TTTY15,irradiation,0.0394 
JRK,the combination carboplatin/cisplatin with paclitaxel,0.0395 
SNHG12,lithium,0.0395 
SNHG7,5-Aza-CdR and/or PBA,0.0395 
SNHG7,iron- and aluminum-sulfate,0.0395 
ZNRD1-AS1,Polyunsaturated fatty acids (PUFAs),0.0396 
RP11-834C11.4,Epigallocatechin gallate (EGCG),0.0397 
XIST,the combination carboplatin/cisplatin with paclitaxel,0.0398 
LINC00665,letrozole,0.0398 
AC005154.5,cigarette smoke (CS),0.0398 
AC005154.5,UV irradiation,0.0398 
ERI3-IT1,cigarette smoke (CS),0.0398 
ERI3-IT1,UV irradiation,0.0398 
RP11-506M13.3,Calcitonin gene-related peptide,0.0398 
RP11-506M13.3,cigarette smoke (CS),0.0398 
RP11-506M13.3,Insulin,0.0398 
RP11-506M13.3,UV irradiation,0.0398 
RP1-283E3.8,cigarette smoke (CS),0.0398 
RP1-283E3.8,UV irradiation,0.0398 
RP3-341D10.4,cigarette smoke (CS),0.0398 
RP3-341D10.4,UV irradiation,0.0398 
RP4-773N10.5,curcumin,0.0398 
AC074117.10,4-HPR and EGCG,0.0398 
AC074117.10,Benzo(a)pyrene (BaP),0.0398 
HCP5,Arsenic trioxide,0.0398 
AC005537.2,irradiation,0.0398 
AC074093.1,irradiation,0.0398 
IQCH-AS1,irradiation,0.0398 
AC006262.5,cisplatin (CIS),0.0398 
AC006262.5,cocaine,0.0398 
AC006262.5,folate,0.0398 
AC079767.2,cisplatin (CIS),0.0398 
AC079767.2,cocaine,0.0398 
AC092835.2,cisplatin (CIS),0.0398 
AC092835.2,cocaine,0.0398 
AF011889.4,Human T-lymphotropic virus type 1 (HTLV-1),0.0398 
GNAS-AS1,Human T-lymphotropic virus type 1 (HTLV-1),0.0398 
LINC00661,Paclitaxel (Taxol),0.0398 
RP11-158I13.2,folate,0.0398 
RP11-252A24.7,hepatitis C virus (HCV),0.0398 
RP11-473I1.9,castration,0.0398 
RP11-473I1.9,folate,0.0398 
RP11-66N24.4,Paclitaxel (Taxol),0.0398 
RP4-785G19.5,cisplatin (CIS),0.0398 
RP4-785G19.5,cocaine,0.0398 
HOXA11-AS,Human T-lymphotropic virus type 1 (HTLV-1),0.0399 
RP11-120D5.1,5-fluorouracil (5-FU),0.0399 
RP11-15H20.6,5-fluorouracil (5-FU),0.0399 
RP11-305E6.4,5-fluorouracil (5-FU),0.0399 
RP11-622K12.1,radiation,0.0399 
ZNF252P-AS1,radiation,0.0399 
LINC00657,Polyunsaturated fatty acids (PUFAs),0.0400 
DCP1A,pyruvate kinase type M2 (PKM2),0.0400 
DCP1A,thyrotropin,0.0400 
HCG18,HCV,0.0400 
HCG18,methacrylic,0.0400 
HCG18,pyruvate kinase type M2 (PKM2),0.0400 
HCG18,thyrotropin,0.0400 
AC005154.5,17beta-estradiol (E(2)),0.0400 
AC005154.5,hydroxycamptothecin (HCPT),0.0400 
KCNQ1OT1,H2O2,0.0401 
CWC15,cisplatin/fluorouracil (CF) ,0.0401 
AC105760.2,H2O2,0.0401 
AC005154.6,Polyunsaturated fatty acids (PUFAs),0.0401 
CTC-228N24.3,hypoxia,0.0402 
H19,progestin,0.0402 
RP11-220I1.1,progestin,0.0402 
RP11-615I2.7,progestin,0.0402 
LINC00667,exercise,0.0402 
AP000265.1,hypoxia,0.0402 
CERS6-AS1,hypoxia,0.0402 
CTD-2339L15.3,hypoxia,0.0402 
CTD-2377D24.6,hypoxia,0.0402 
CTD-3092A11.2,hypoxia,0.0402 
LINC00087,hypoxia,0.0402 
LINC00649,hypoxia,0.0402 
MEG8,hypoxia,0.0402 
RP11-155D18.12,hypoxia,0.0402 
RP11-158K1.3,hypoxia,0.0402 
RP11-175K6.1,hypoxia,0.0402 
RP11-244H3.1,hypoxia,0.0402 
RP11-276H19.2,hypoxia,0.0402 
RP11-290F20.1,hypoxia,0.0402 
RP11-329L6.1,hypoxia,0.0402 
RP11-657O9.1,hypoxia,0.0402 
RP4-639F20.3,hypoxia,0.0402 
RP5-1148A21.3,hypoxia,0.0402 
RP6-206I17.2,hypoxia,0.0402 
AC096772.6,capecitabine,0.0402 
CTC-503J8.6,nutlin-3a,0.0402 
LINC00176,Interleukin (IL)-12,0.0402 
LINC00176,nicotine,0.0402 
LINC00176,vincristine,0.0402 
RP11-175O19.4,medroxyprogesterone acetate (MPA),0.0402 
RP11-197P3.5,Interleukin (IL)-12,0.0402 
RP11-264B17.3,cetuximab (Caco-2 and HCT-116),0.0402 
RP1-5O6.6,hepatitis B virus (HBV),0.0402 
RP1-5O6.6,nutlin-3a,0.0402 
RP1-5O6.6,Oltipraz,0.0402 
RP1-5O6.6,swine influenza virus (SIV),0.0402 
RP5-1180C10.2,5-fluorouracil-based antimetabolite S-1,0.0402 
RP5-1180C10.2,Doxifluridine,0.0402 
RP5-1180C10.2,nicotine,0.0402 
RP5-1180C10.2,Oxaliplatin,0.0402 
ZNF718,"17beta-estradiol (E(2)), medroxyprogesterone acetate, ICI-182780 and RU-486",0.0402 
ZNF718,medroxyprogesterone acetate (MPA),0.0402 
XIST,docetaxel,0.0403 
XIST,Imatinib,0.0403 
CTA-204B4.6,temozolomide,0.0405 
FENDRR,Retinoic Acid,0.0405 
GS1-358P8.4,hypoxia,0.0405 
RP11-473I1.10,Ethanol,0.0406 
SENP3-EIF4A1,Ethanol,0.0406 
LINC00667,docetaxel,0.0407 
TP73-AS1,5-fluorouracil (5-FU),0.0407 
KIAA1984-AS1,tobacco,0.0407 
MALAT1,cocaine,0.0407 
HCG11,ionizing radiation,0.0407 
RP11-311C24.1,5-aza-2'-deoxycytidine ,0.0409 
GAS5,Chronic oxidative stress,0.0409 
GAS5,fulvestrant,0.0409 
GAS5,Necitumumab,0.0409 
RP1-178F10.3,3-nitropropionic acid (3-NPA),0.0409 
RP1-178F10.3,Ara-C,0.0409 
RP1-178F10.3,cisplatin (CDDP),0.0409 
RP1-178F10.3,Cyclic mechanical stress (CMS),0.0409 
RP1-178F10.3,daunorubicin,0.0409 
RP1-178F10.3,deoxycholic acid,0.0409 
RP1-178F10.3,gamma-irradiation and genotoxic drugs,0.0409 
RP1-178F10.3,methotrexate (MTX),0.0409 
RP1-178F10.3,Mycobacterium leprae,0.0409 
RP1-178F10.3,pacitaxel,0.0409 
RP1-178F10.3,thapsigargin-induced intracellular Ca(),0.0409 
RP1-178F10.3,vincristine (VCR),0.0409 
LA16c-306E5.2,Retinoic Acid,0.0410 
ZNF518A,5-aza-2'-deoxycytidine ,0.0411 
AC004383.4,irradiation,0.0411 
AC006262.5,Arsenic trioxide,0.0411 
CTD-2574D22.4,irradiation,0.0411 
GS1-124K5.11,irradiation,0.0411 
RP11-204M4.2,irradiation,0.0411 
RP11-379K17.11,ionizing radiation,0.0411 
HNRNPU-AS1,radiation,0.0413 
SPPL2B,grape seed proanthocyanidin,0.0414 
RP11-1103G16.1,5-aza-2'-deoxycytidine ,0.0414 
GS1-358P8.4,ionizing radiation,0.0417 
C14orf169,drug,0.0419 
RP11-1103G16.1,drug,0.0419 
RP11-54O7.1,drug,0.0419 
RP11-973H7.2,paclitaxel,0.0420 
RP11-361F15.2,cisplatin,0.0420 
RP11-361F15.2,cisplatin ,0.0420 
RP11-361F15.2,curcumin,0.0420 
RP1-37E16.12,iron- and aluminum-sulfate,0.0422 
RP11-311C24.1,cisplatin (CIS),0.0423 
RP11-311C24.1,HIV,0.0423 
RP11-373L24.1,HIV,0.0423 
RP5-1085F17.3,tobacco,0.0423 
RP11-282O18.6,Arsenic trioxide,0.0425 
RP11-282O18.6,irradiation,0.0425 
CWC15,curcumin,0.0426 
RP11-27I1.2,temozolomide,0.0426 
RP11-727A23.5,Epigallocatechin gallate (EGCG),0.0426 
SNHG1,ionising radiation,0.0426 
TTTY15,Epigallocatechin gallate (EGCG),0.0426 
RP11-478C19.2,Ara-C,0.0427 
RP11-478C19.2,cisplatin (CDDP),0.0427 
RP11-478C19.2,daunorubicin,0.0427 
RP11-478C19.2,Mycobacterium leprae,0.0427 
RP11-478C19.2,thapsigargin-induced intracellular Ca(),0.0427 
RP11-478C19.2,vincristine (VCR),0.0427 
SETD5-AS1,doxorubicin (Dox),0.0427 
SETD5-AS1,metformin,0.0427 
AC021016.6,curcumin,0.0427 
CTD-2245O6.1,curcumin,0.0427 
CTD-3185P2.2,Arsenic,0.0427 
RP11-132A1.3,Arsenic,0.0427 
RP11-151N17.2,Arsenic,0.0427 
RP11-173C20.2,curcumin,0.0427 
RP11-218M22.1,5-FU,0.0427 
RP11-218M22.1,Listerial,0.0427 
RP11-429J17.6,5-FU,0.0427 
RP4-622L5.2,5-aza-2'-deoxycytidine (5-Aza-dC) and trichostatin A (TSA),0.0427 
RP5-1043L13.1,Arsenic,0.0427 
AC003104.1,ionising radiation,0.0427 
AC005943.5,temozolomide,0.0427 
CTB-25J19.9,Arsenic,0.0427 
RP11-21N3.1,ionising radiation,0.0427 
RP11-384K6.6,ionising radiation,0.0427 
RP11-480D4.3,temozolomide,0.0427 
RP11-519M16.1,Arsenic,0.0427 
RP11-996F15.2,temozolomide,0.0427 
MAL2,Arsenic trioxide,0.0429 
RP11-216F19.2,17beta-estradiol (E(2)),0.0429 
AC009133.15,Polyunsaturated fatty acids (PUFAs),0.0429 
CTC-281B15.1,"17beta-estradiol (E(2)), medroxyprogesterone acetate, ICI-182780 and RU-486",0.0429 
CTC-281B15.1,nutlin-3a,0.0429 
EPB41L4A-AS1,nicotine,0.0429 
SNHG14,5-fluorouracil-based antimetabolite S-1,0.0429 
SNHG14,Doxifluridine,0.0429 
SNHG14,Oxaliplatin,0.0429 
SNHG14,swine influenza virus (SIV),0.0429 
SPPL2B,nicotine,0.0429 
SPPL2B,vincristine,0.0429 
SSPO,Polyunsaturated fatty acids (PUFAs),0.0429 
RP11-16E12.2,gefitinib,0.0430 
AC005532.5,Etoposide,0.0431 
CTC-338M12.2,Etoposide,0.0431 
MIR600HG,adriamycin,0.0431 
NOP14-AS1,Etoposide,0.0431 
RP11-174G17.2,Etoposide,0.0431 
RP11-264L1.3,Etoposide,0.0431 
RP11-403I13.8,Etoposide,0.0431 
RP11-64K12.2,cigarette smoke (CS),0.0431 
RP11-64K12.2,UV irradiation,0.0431 
RP5-1172N10.4,E2?182780,0.0431 
RP5-1172N10.4,ICI-182780 (Fulvestrant),0.0431 
RP5-1172N10.4,MPA486,0.0431 
RP5-1172N10.4,RU486 (Mifepristone),0.0431 
LINC00665,Arsenic trioxide,0.0432 
AC005863.1,hypoxia,0.0436 
AC078852.1,hypoxia,0.0436 
AC112229.7,hypoxia,0.0436 
LINC00630,hypoxia,0.0436 
RP11-156L14.1,hypoxia,0.0436 
RP11-397D12.6,hypoxia,0.0436 
RP11-6N17.9,hypoxia,0.0436 
RP11-730K11.1,hypoxia,0.0436 
RP5-1061H20.4,hypoxia,0.0436 
AC090587.2,iron- and aluminum-sulfate,0.0436 
AP000265.1,drug,0.0436 
CTD-2377D24.6,drug,0.0436 
CTD-3064H18.1,hemin,0.0436 
KIF9-AS1,lithium,0.0436 
LINC00087,drug,0.0436 
LINC00152,hemin,0.0436 
MIR497HG,iron- and aluminum-sulfate,0.0436 
RP11-175K6.1,drug,0.0436 
RP11-2C24.4,lithium,0.0436 
RP11-473M20.16,heat stress,0.0436 
RP11-657O9.1,drug,0.0436 
RP4-694B14.5,heat stress,0.0436 
SPTY2D1-AS1,heat stress,0.0436 
RP11-264B17.3,H2O2,0.0436 
AC121336.2,gemcitabine,0.0436 
CTD-3099C6.9,gemcitabine,0.0436 
RP11-290F20.1,gemcitabine,0.0436 
RP11-715F3.2,gemcitabine,0.0436 
C11orf95,aminoglycoside,0.0436 
C11orf95,CagA,0.0436 
CTB-89H12.4,doxorubicin (Dox),0.0436 
RP11-170L3.8,castration,0.0436 
RP11-170L3.8,folate,0.0436 
RP11-170L3.8,sulindac sulfide,0.0436 
AC002116.8,HTLV-1,0.0436 
AC002310.12,glucocorticoid,0.0436 
AC002310.12,serum starvation,0.0436 
AC003665.1,platinum,0.0436 
AC010729.1,platinum,0.0436 
AC107072.2,genistein,0.0436 
AP001469.9,radioation,0.0436 
CTB-25B13.12,HTLV-1,0.0436 
CTC-241F20.3,air pollution in steel factory,0.0436 
CTC-241F20.3,platinum,0.0436 
CTC-241F20.3,serum starvation,0.0436 
CTC-241F20.3,Stress,0.0436 
CTC-241F20.3,TGF-beta,0.0436 
KB-1615E4.2,air pollution in steel factory,0.0436 
KB-1615E4.2,platinum,0.0436 
KB-1615E4.2,serum starvation,0.0436 
KB-1615E4.2,Stress,0.0436 
KB-1615E4.2,TGF-beta,0.0436 
LIMD1-AS1,sorafenib,0.0436 
LINC00319,platinum,0.0436 
PTOV1-AS1,HTLV-1,0.0436 
RP11-11N9.4,TGF-beta,0.0436 
RP11-193F5.1,HTLV-1,0.0436 
RP11-293M10.6,air pollution in steel factory,0.0436 
RP11-293M10.6,platinum,0.0436 
RP11-293M10.6,serum starvation,0.0436 
RP11-293M10.6,Stress,0.0436 
RP11-293M10.6,TGF-beta,0.0436 
RP11-324L3.3,glucocorticoid,0.0436 
RP11-324L3.3,serum starvation,0.0436 
RP11-33N16.3,platinum,0.0436 
RP11-343N15.5,HTLV-1,0.0436 
RP11-469M7.1,platinum,0.0436 
RP11-488I20.9,air pollution in steel factory,0.0436 
RP11-488I20.9,platinum,0.0436 
RP11-488I20.9,serum starvation,0.0436 
RP11-488I20.9,Stress,0.0436 
RP11-488I20.9,TGF-beta,0.0436 
RP11-498D10.6,air pollution in steel factory,0.0436 
RP11-498D10.6,platinum,0.0436 
RP11-498D10.6,serum starvation,0.0436 
RP11-498D10.6,Stress,0.0436 
RP11-498D10.6,TGF-beta,0.0436 
RP11-498E2.8,air pollution in steel factory,0.0436 
RP11-510J16.3,"cyclophosphamide (CP), epirubicin plus taxotere/CP, epirubicin plus 5-fluorouracil",0.0436 
RP11-518L10.2,acetaminophen,0.0436 
RP11-518L10.2,neoadjuvant chemotherapy,0.0436 
RP11-518L10.2,sorafenib,0.0436 
RP11-518L10.2,Vitamin E,0.0436 
RP11-529K1.2,air pollution in steel factory,0.0436 
RP11-732M18.3,sorafenib,0.0436 
RP11-845M18.6,"cyclophosphamide (CP), epirubicin plus taxotere/CP, epirubicin plus 5-fluorouracil",0.0436 
RP11-849F2.9,genistein,0.0436 
RP1-59M18.2,sorafenib,0.0436 
RP5-1186N24.3,HTLV-1,0.0436 
RP5-890O3.9,platinum,0.0436 
RP6-201G10.2,glucocorticoid,0.0436 
RP6-201G10.2,serum starvation,0.0436 
XXbac-B444P24.8,Epstein-Barr virus,0.0436 
XXbac-B444P24.8,"Resveratrol (trans-3,4',5-trihydroxystilbene)",0.0436 
PTCHD3P1,Tamoxifen,0.0436 
TBC1D3P1-DHX40P1,Imatinib,0.0436 
AC007682.1,topotecan,0.0436 
AC097662.2,topotecan,0.0436 
AP001372.2,topotecan,0.0436 
LINC00461,4-phenylbutyrate ,0.0436 
LINC00461,5-Azacytidine,0.0436 
MIR3184,4-phenylbutyrate ,0.0436 
MIR3184,5-Azacytidine,0.0436 
MIR3184,topotecan,0.0436 
RP11-161M6.2,5-fluorouracil (5-FU) and oxaliplatin (L-OHP),0.0436 
RP11-16B13.1,4-phenylbutyrate ,0.0436 
RP11-16B13.1,5-Azacytidine,0.0436 
RP11-16B13.1,topotecan,0.0436 
RP11-325K4.2,5-fluorouracil (5-FU) and oxaliplatin (L-OHP),0.0436 
RP11-458D21.1,topotecan,0.0436 
RP11-567J24.4,5-fluorouracil (5-FU) and oxaliplatin (L-OHP),0.0436 
RP11-649G15.2,topotecan,0.0436 
RP11-796E2.4,4-phenylbutyrate ,0.0436 
RP11-796E2.4,5-Azacytidine,0.0436 
ST8SIA6-AS1,topotecan,0.0436 
VIM-AS1,5-fluorouracil (5-FU) and oxaliplatin (L-OHP),0.0436 
AC005863.1,cis-diamminedichloroplatinum,0.0436 
AC005863.1,Delta-tocotrienol,0.0436 
AC005863.1,environment changes,0.0436 
AC005863.1,HDAC inhibitor: apicidin and TSA,0.0436 
AC005863.1,HPV,0.0436 
AC005863.1,taxane,0.0436 
AC005863.1,Ursodeoxycholic Acid,0.0436 
AC007036.5,Influenza A,0.0436 
AC007036.5,serum starvation and hypoxia or chemotherapeutic drugs,0.0436 
AC017048.3,diethylstilbestrol,0.0436 
AC068491.1,5-fluorouracil,0.0436 
AC068491.1,XMRV,0.0436 
AC069277.2,teniposide,0.0436 
AC078852.1,cis-diamminedichloroplatinum,0.0436 
AC078852.1,Delta-tocotrienol,0.0436 
AC078852.1,environment changes,0.0436 
AC078852.1,HDAC inhibitor: apicidin and TSA,0.0436 
AC078852.1,HPV,0.0436 
AC078852.1,taxane,0.0436 
AC078852.1,Ursodeoxycholic Acid,0.0436 
AC112229.7,cis-diamminedichloroplatinum,0.0436 
AC112229.7,Delta-tocotrienol,0.0436 
AC112229.7,environment changes,0.0436 
AC112229.7,HDAC inhibitor: apicidin and TSA,0.0436 
AC112229.7,HPV,0.0436 
AC112229.7,taxane,0.0436 
AC112229.7,Ursodeoxycholic Acid,0.0436 
AP000304.2,Influenza A,0.0436 
AP000304.2,serum starvation and hypoxia or chemotherapeutic drugs,0.0436 
CTA-445C9.14, Cryptosporidium parvum,0.0436 
CTA-445C9.14,"1,25(OH)(2)D(3) and/or epigenetic drugs (5-Aza, TSA)",0.0436 
CTA-445C9.14,Betulinic acid,0.0436 
CTA-445C9.14,"Ethyl 2-((2,3-bis(nitrooxy)propyl)disulfanyl)benzoate (GT-094)",0.0436 
CTB-50L17.7,ITF2357,0.0436 
CTB-50L17.7,laminar shear stress,0.0436 
CTD-2528L19.6, Cryptosporidium parvum,0.0436 
CTD-2528L19.6,"1,25(OH)(2)D(3) and/or epigenetic drugs (5-Aza, TSA)",0.0436 
CTD-2528L19.6,Betulinic acid,0.0436 
CTD-2528L19.6,"Ethyl 2-((2,3-bis(nitrooxy)propyl)disulfanyl)benzoate (GT-094)",0.0436 
CTD-2561J22.5,Glucocorticoids,0.0436 
CTD-2561J22.5,nitric oxide ,0.0436 
CTD-2651B20.7,radical prostatectomy,0.0436 
ENTPD1-AS1, Cryptosporidium parvum,0.0436 
ENTPD1-AS1,"1,25(OH)(2)D(3) and/or epigenetic drugs (5-Aza, TSA)",0.0436 
ENTPD1-AS1,Betulinic acid,0.0436 
ENTPD1-AS1,"Ethyl 2-((2,3-bis(nitrooxy)propyl)disulfanyl)benzoate (GT-094)",0.0436 
LINC00342,ITF2357,0.0436 
LINC00342,laminar shear stress,0.0436 
RP11-115C21.2,ITF2357,0.0436 
RP11-115C21.2,laminar shear stress,0.0436 
RP11-156L14.1,cis-diamminedichloroplatinum,0.0436 
RP11-156L14.1,Delta-tocotrienol,0.0436 
RP11-156L14.1,environment changes,0.0436 
RP11-156L14.1,HDAC inhibitor: apicidin and TSA,0.0436 
RP11-156L14.1,HPV,0.0436 
RP11-156L14.1,taxane,0.0436 
RP11-156L14.1,Ursodeoxycholic Acid,0.0436 
RP11-15A1.3,all-trans-retinoic acid (ATRA),0.0436 
RP11-15A1.3,Cisplatin-/5-fluorouracil,0.0436 
RP11-256L11.3,hydroxycamptothecin,0.0436 
RP11-299M14.2,diethylstilbestrol,0.0436 
RP11-330L19.4, Cryptosporidium parvum,0.0436 
RP11-330L19.4,"1,25(OH)(2)D(3) and/or epigenetic drugs (5-Aza, TSA)",0.0436 
RP11-330L19.4,Betulinic acid,0.0436 
RP11-330L19.4,"Ethyl 2-((2,3-bis(nitrooxy)propyl)disulfanyl)benzoate (GT-094)",0.0436 
RP11-373L8.2,hydroxycamptothecin,0.0436 
RP11-384O8.1, Cryptosporidium parvum,0.0436 
RP11-384O8.1,"1,25(OH)(2)D(3) and/or epigenetic drugs (5-Aza, TSA)",0.0436 
RP11-384O8.1,Betulinic acid,0.0436 
RP11-384O8.1,"Ethyl 2-((2,3-bis(nitrooxy)propyl)disulfanyl)benzoate (GT-094)",0.0436 
RP11-397D12.6,cis-diamminedichloroplatinum,0.0436 
RP11-397D12.6,Delta-tocotrienol,0.0436 
RP11-397D12.6,environment changes,0.0436 
RP11-397D12.6,HDAC inhibitor: apicidin and TSA,0.0436 
RP11-397D12.6,HPV,0.0436 
RP11-397D12.6,taxane,0.0436 
RP11-397D12.6,Ursodeoxycholic Acid,0.0436 
RP11-418J17.1,ITF2357,0.0436 
RP11-418J17.1,laminar shear stress,0.0436 
RP11-435O5.2,5-aza-2'-deoxycytidine (5-Aza-CdR),0.0436 
RP11-453F18__B.1,all-trans-retinoic acid (ATRA),0.0436 
RP11-453F18__B.1,Cisplatin-/5-fluorouracil,0.0436 
RP11-511P7.2,diethylstilbestrol,0.0436 
RP11-6N17.9,cis-diamminedichloroplatinum,0.0436 
RP11-6N17.9,Delta-tocotrienol,0.0436 
RP11-6N17.9,environment changes,0.0436 
RP11-6N17.9,HDAC inhibitor: apicidin and TSA,0.0436 
RP11-6N17.9,HPV,0.0436 
RP11-6N17.9,taxane,0.0436 
RP11-6N17.9,Ursodeoxycholic Acid,0.0436 
RP11-710F7.3, Cryptosporidium parvum,0.0436 
RP11-710F7.3,"1,25(OH)(2)D(3) and/or epigenetic drugs (5-Aza, TSA)",0.0436 
RP11-710F7.3,Betulinic acid,0.0436 
RP11-710F7.3,"Ethyl 2-((2,3-bis(nitrooxy)propyl)disulfanyl)benzoate (GT-094)",0.0436 
RP11-730K11.1,cis-diamminedichloroplatinum,0.0436 
RP11-730K11.1,Delta-tocotrienol,0.0436 
RP11-730K11.1,environment changes,0.0436 
RP11-730K11.1,HDAC inhibitor: apicidin and TSA,0.0436 
RP11-730K11.1,HPV,0.0436 
RP11-730K11.1,taxane,0.0436 
RP11-730K11.1,Ursodeoxycholic Acid,0.0436 
RP4-665N4.8,Influenza A,0.0436 
RP4-665N4.8,serum starvation and hypoxia or chemotherapeutic drugs,0.0436 
